user_id,day,start_time,end_time,room_type,spatial_context,activity,social_context,num_people_around,num_animals_around,group_radius,distance_of_people,human_response
f5d677ef-a24e-41bc-a013-9b618d484936,1,6AM,7AM,bedroom,home,getting_out_of_bed,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,7AM,8AM,bathroom,home,brushing_teeth,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,8AM,9AM,kitchen,home,breakfast,with family,3,1,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,1,9AM,10AM,bedroom,home,doing_homework,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,10AM,11AM,living_room,home,playing_games,with one person,1,0,clustered,clustered,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,11AM,12PM,balcony,smart home,listening_to_music,with robots,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,12PM,1PM,dining_room,home,lunch,with family,4,0,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,1,1PM,2PM,bedroom,home,reading,alone,0,1,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,2PM,3PM,home_office,smart home,working_on_laptop,with robots,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,3PM,4PM,gym,home,exercising,with one person,1,0,sparse,sparse,noisy_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,4PM,5PM,living_room,home,watching_tv,with family,3,1,clustered,clustered,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,5PM,6PM,kitchen,home,cooking,with one person,1,0,sparse,sparse,help
f5d677ef-a24e-41bc-a013-9b618d484936,1,6PM,7PM,dining_room,home,dinner,with family,4,0,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,1,7PM,8PM,living_room,home,socializing,with a small group (3-5),4,1,clustered,clustered,noisy_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,8PM,9PM,bedroom,home,playing_music,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,9PM,10PM,bathroom,home,showering,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,10PM,11PM,bedroom,home,reading,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,11PM,12AM,bedroom,home,sleeping_and_waking_up,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,1,12AM,6AM,bedroom,home,sleeping,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,6AM,7AM,bedroom,home,getting_out_of_bed,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,7AM,8AM,bathroom,home,brushing_teeth,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,8AM,9AM,kitchen,home,breakfast,with family,3,1,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,2,9AM,10AM,home_office,home,doing_homework,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,10AM,11AM,living_room,home,watching_tv,with one person,1,0,sparse,sparse,noisy_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,11AM,12PM,gym,home,exercising,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,12PM,1PM,dining_room,home,lunch,with family,4,1,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,2,1PM,2PM,home_office,home,working_on_laptop,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,2PM,3PM,living_room,home,playing_games,with one person,1,0,sparse,sparse,noisy_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,3PM,4PM,balcony,home,listening_to_music,alone,0,0,n/a,n/a,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,4PM,5PM,garden,backyard,gardening,with pets,0,2,clustered,clustered,no_help
f5d677ef-a24e-41bc-a013-9b618d484936,2,5PM,6PM,kitchen,home,cooking,with family,3,1,clustered,clustered,help
f5d677ef-a24e-41bc-a013-9b618d484936,2,6PM,7PM,dining_room,home,dinner,with family,4,1,clustered,clustered,help
